Date/Time;Serial number;GPS longitude [°];GPS latitude [°];Total working hours counter [h];Engine speed [rpm];Engine load [%];Fuel consumption [l/h];Ground speed gearbox [km/h];Ground speed radar [km/h];Coolant temperature [°C];Speed front PTO [rpm];Speed rear PTO [rpm];current gear shift [];Ambient temperature [°C];Parking brake status [];Transverse differential lock status [];All-wheel drive status [];Actual status of creeper []
Mar 14, 2020 6:42:32 AM;A6002059;20.1048551;46.0488384;313.81;1114;48;8.9;6.25;131.07;19;0;0;2;NA;0;0;OFF;OFF
Mar 14, 2020 6:42:42 AM;A6002059;20.1048705;46.0488524;313.81;972.5;48;7.2;3.34;131.07;21;0;0;0;NA;0;0;OFF;OFF
Mar 14, 2020 6:42:52 AM;A6002059;20.1049093;46.0488333;313.81;852;29;4;0;131.07;22;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:43:02 AM;A6002059;20.1048805;46.0488451;313.81;851.5;29;3.95;0;131.07;24;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:43:12 AM;A6002059;20.1049059;46.048859;313.82;854.5;29;4;0;131.07;25;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:43:22 AM;A6002059;20.1049132;46.0488629;313.82;854;28;3.95;0;131.07;26;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:43:32 AM;A6002059;20.10492;46.0488631;313.82;852;30;4.2;0;131.07;27;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:43:42 AM;A6002059;20.1049203;46.0488639;313.83;855;27;3.95;0;131.07;28;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:43:52 AM;A6002059;20.1049142;46.0488629;313.83;854.5;27;3.8;0;131.07;29;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:44:02 AM;A6002059;20.1049088;46.0488616;313.83;851.5;27;3.85;0;131.07;30;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:44:12 AM;A6002059;20.1049083;46.0488496;313.83;852;27;3.85;0;131.07;31;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:44:22 AM;A6002059;20.1049062;46.0488338;313.84;851.5;28;3.85;0;131.07;31;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:44:32 AM;A6002059;20.1049091;46.0488251;313.84;853.5;27;3.85;0;131.07;32;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:44:42 AM;A6002059;20.1049199;46.0488214;313.84;852;27;3.8;0;131.07;33;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:44:52 AM;A6002059;20.1049133;46.0488227;313.84;855.5;26;3.8;0;131.07;34;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:45:02 AM;A6002059;20.1049097;46.0488326;313.85;853.5;26;3.8;0;131.07;34;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:45:12 AM;A6002059;20.1049157;46.0488514;313.85;852.5;26;3.8;0;131.07;35;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:45:22 AM;A6002059;20.1049133;46.048865;313.85;851.5;27;3.8;0;131.07;36;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:45:32 AM;A6002059;20.1049113;46.0488707;313.86;851;27;3.9;0;131.07;36;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:45:42 AM;A6002059;20.1049074;46.0488748;313.86;852.5;26;3.8;0;131.07;37;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:45:52 AM;A6002059;20.1049014;46.0488728;313.86;853;26;3.85;0;131.07;38;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:46:02 AM;A6002059;20.1048965;46.0488646;313.86;853;26;3.75;0;131.07;38;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:46:12 AM;A6002059;20.1048892;46.0488566;313.87;852;26;3.65;0;131.07;39;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:46:22 AM;A6002059;20.1048786;46.0488481;313.87;854.5;25;3.6;0;131.07;39;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:46:32 AM;A6002059;20.1048951;46.0488374;313.87;856;25;3.6;0;131.07;40;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:46:42 AM;A6002059;20.1049118;46.0488311;313.88;854;26;3.7;0;131.07;40;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:46:52 AM;A6002059;20.1049231;46.0488274;313.88;852;26;3.65;0;131.07;41;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:47:02 AM;A6002059;20.1049191;46.0488269;313.88;851;25;3.55;0;131.07;41;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:47:12 AM;A6002059;20.1049171;46.0488314;313.88;854.5;25;3.55;0;131.07;42;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:47:22 AM;A6002059;20.1049102;46.0488423;313.89;853;27;3.85;0;131.07;42;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:47:32 AM;A6002059;20.1048932;46.0488391;313.89;855.5;24;3.55;0;131.07;43;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:47:42 AM;A6002059;20.1048904;46.0488371;313.89;854.5;24;3.5;0;131.07;43;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:47:52 AM;A6002059;20.1048976;46.0488358;313.89;850.5;24;3.5;0;131.07;44;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:48:02 AM;A6002059;20.1049032;46.0488297;313.9;849.5;24;3.5;0;131.07;44;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:48:12 AM;A6002059;20.1048907;46.0488283;313.9;853;24;3.55;0;131.07;45;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:48:22 AM;A6002059;20.1048845;46.0488311;313.9;855.5;24;3.45;0;131.07;45;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:48:32 AM;A6002059;20.1048873;46.0488322;313.91;856.5;23;3.55;0;131.07;45;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:48:44 AM;A6002059;20.1048904;46.0488286;313.91;853.5;23;3.45;0;131.07;46;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:48:52 AM;A6002059;20.1048949;46.0488309;313.91;851;24;3.35;0;131.07;46;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:49:02 AM;A6002059;20.1049018;46.0488479;313.91;853.5;24;3.45;0;131.07;46;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:49:14 AM;A6002059;20.1049106;46.0488661;313.92;855;24;3.5;0;131.07;47;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:49:24 AM;A6002059;20.1049085;46.0488715;313.92;854;24;3.4;0;131.07;47;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:49:34 AM;A6002059;20.104897;46.0488678;313.92;851;24;3.4;0;131.07;48;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:49:44 AM;A6002059;20.104884;46.048863;313.93;853.5;24;3.35;0;131.07;48;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:49:54 AM;A6002059;20.1048899;46.0488631;313.93;855.5;23;3.25;0;131.07;48;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:50:04 AM;A6002059;20.1048951;46.0488678;313.93;852;23;3.3;0;131.07;49;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:50:14 AM;A6002059;20.1048934;46.0488711;313.93;854.5;25;3.6;0;131.07;49;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:50:24 AM;A6002059;20.1049029;46.0488783;313.94;861;23;3.4;0;131.07;49;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:50:34 AM;A6002059;20.1049135;46.0488905;313.94;851;24;3.5;0;131.07;50;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:50:44 AM;A6002059;20.1049221;46.0488823;313.94;855;24;3.4;0;131.07;50;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:50:54 AM;A6002059;20.1049357;46.0488528;313.95;854;22;3.2;0;131.07;50;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:51:04 AM;A6002059;20.1049376;46.048847;313.95;854.5;22;3.15;0;131.07;51;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:51:14 AM;A6002059;20.1049239;46.0488499;313.95;849.5;24;3.4;0;131.07;51;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:51:24 AM;A6002059;20.1049103;46.0488505;313.95;853.5;23;3.35;0;131.07;51;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:51:34 AM;A6002059;20.1049098;46.0488526;313.96;855;22;3.2;0;131.07;52;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:51:44 AM;A6002059;20.1049227;46.0488407;313.96;855;22;3.3;0;131.07;52;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:51:54 AM;A6002059;20.104937;46.048827;313.96;854.5;22;3.2;0;131.07;52;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:52:04 AM;A6002059;20.1049425;46.0488261;313.96;850.5;23;3.3;0;131.07;53;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:52:14 AM;A6002059;20.1049439;46.0488386;313.97;854.5;23;3.35;0;131.07;53;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:52:24 AM;A6002059;20.1049467;46.0488534;313.97;855;22;3.25;0;131.07;53;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:52:34 AM;A6002059;20.1049295;46.0488557;313.97;854.5;22;3.15;0;131.07;53;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:52:44 AM;A6002059;20.1049073;46.0488508;313.98;851;21;3;0;131.07;54;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:52:54 AM;A6002059;20.1048971;46.0488502;313.98;851.5;24;3.3;0;131.07;54;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:53:04 AM;A6002059;20.1049055;46.0488654;313.98;855;22;3.2;0;131.07;54;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:53:14 AM;A6002059;20.1049127;46.0488842;313.98;854;24;3.5;0;131.07;55;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:53:24 AM;A6002059;20.104919;46.0488884;313.99;853.5;22;3.25;0;131.07;55;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:53:34 AM;A6002059;20.1049238;46.0488691;313.99;852.5;23;3.25;0;131.07;55;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:53:44 AM;A6002059;20.1049287;46.0488538;313.99;854.5;23;3.35;0;131.07;55;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:53:54 AM;A6002059;20.104946;46.0488423;314;855;23;3.4;0;131.07;56;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:54:04 AM;A6002059;20.1049498;46.0488427;314;853.5;22;3.35;0;131.07;56;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:54:14 AM;A6002059;20.1049488;46.0488524;314;852;23;3.3;0;131.07;56;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:54:24 AM;A6002059;20.1049273;46.0488747;314;852;23;3.35;0;131.07;56;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:54:34 AM;A6002059;20.10491;46.0488771;314.01;856;23;3.25;0;131.07;57;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:54:44 AM;A6002059;20.1048897;46.0488613;314.01;854;23;3.3;0;131.07;57;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:54:54 AM;A6002059;20.1048803;46.0488424;314.01;854;23;3.25;0;131.07;57;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:55:04 AM;A6002059;20.1048867;46.0488448;314.01;851;24;3.35;0;131.07;57;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:55:14 AM;A6002059;20.1049029;46.0488498;314.02;853;24;3.35;0;131.07;57;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 6:55:24 AM;A6002059;20.1049153;46.0488502;314.02;856;23;3.4;0;131.07;58;0;0;0;NA;0;0;ON;OFF
Mar 14, 2020 6:55:34 AM;A6002059;20.104923;46.048846;314.02;855;23;3.45;0;131.07;58;0;0;0;NA;0;0;OFF;OFF
Mar 14, 2020 6:55:44 AM;A6002059;20.1048886;46.0488587;314.03;1167;34;6.2;4.57;131.07;58;0;0;2;NA;0;0;OFF;OFF
Mar 14, 2020 6:55:54 AM;A6002059;20.1046686;46.0489912;314.03;1629.5;18;6.2;13.15;131.07;59;0;0;4;NA;0;0;OFF;OFF
Mar 14, 2020 6:56:04 AM;A6002059;20.1045019;46.0493876;314.03;1746.5;33;8.8;19.45;131.07;59;0;0;1;NA;0;0;OFF;OFF
Mar 14, 2020 6:56:14 AM;A6002059;20.1044471;46.0498465;314.03;1482.5;14;5.1;16.65;131.07;61;0;0;1;NA;0;0;OFF;OFF
Mar 14, 2020 6:56:24 AM;A6002059;20.1043168;46.0501352;314.04;1406.5;43;9.85;12.86;131.07;62;0;0;0;NA;0;0;OFF;OFF
Mar 14, 2020 6:56:34 AM;A6002059;20.1038003;46.0502387;314.04;1691;36;9.5;15.53;131.07;63;0;0;0;NA;0;0;OFF;OFF
Mar 14, 2020 6:56:44 AM;A6002059;20.1036176;46.0499651;314.04;1570.5;100;32.6;19.45;131.07;64;0;0;2;NA;0;0;OFF;OFF
Mar 14, 2020 6:56:54 AM;A6002059;20.1037544;46.0493537;314.05;1753.5;52;15;27.13;131.07;65;0;0;3;NA;0;0;OFF;OFF
Mar 14, 2020 6:57:04 AM;A6002059;20.1037685;46.0486808;314.05;1713;50;13.7;26.36;131.07;67;0;0;3;NA;0;0;OFF;OFF
Mar 14, 2020 6:57:14 AM;A6002059;20.1037863;46.0480171;314.05;1687.5;47;12.95;26.18;131.07;69;0;0;3;NA;0;0;OFF;OFF
Mar 14, 2020 6:57:24 AM;A6002059;20.1038302;46.047363;314.05;1631.5;54;15.1;25.29;131.07;71;0;0;3;NA;0;0;OFF;OFF
Mar 14, 2020 6:57:34 AM;A6002059;20.1038646;46.0466704;314.06;1477.5;100;34;31.64;131.07;73;0;0;5;NA;0;0;OFF;OFF
Mar 14, 2020 6:57:44 AM;A6002059;20.103651;46.0457304;314.06;1969.5;62;22.95;43.77;131.07;75;0;0;5;NA;0;0;OFF;OFF
Mar 14, 2020 6:57:54 AM;A6002059;20.1025393;46.0449833;314.06;1963;74;28.35;43.08;131.07;77;0;0;5;NA;0;0;OFF;OFF
Mar 14, 2020 6:58:04 AM;A6002059;20.1012917;46.0443373;314.06;1973.5;54;20.8;43.73;131.07;79;0;0;5;NA;0;0;OFF;OFF
Mar 14, 2020 6:58:14 AM;A6002059;20.1003107;46.0438233;314.07;1208.5;100;27.2;26;131.07;81;0;0;5;NA;0;0;OFF;OFF
Mar 14, 2020 6:58:24 AM;A6002059;20.0992888;46.0432875;314.07;1973;83;32.1;43.32;131.07;82;0;0;5;NA;0;0;OFF;OFF
Mar 14, 2020 6:58:34 AM;A6002059;20.0980782;46.042672;314.07;1593;51;16.95;35.29;131.07;84;0;0;5;NA;0;0;OFF;OFF
Mar 14, 2020 6:58:44 AM;A6002059;20.097167;46.0421925;314.08;1339.5;31;9.25;24.66;131.07;78;0;0;3;NA;0;0;OFF;OFF
Mar 14, 2020 6:58:54 AM;A6002059;20.0966662;46.0419345;314.08;858.5;14;2.4;1.47;131.07;76;0;0;3;NA;0;0;ON;OFF
Mar 14, 2020 6:59:04 AM;A6002059;20.0966448;46.0419577;314.08;854;15;2.4;0;131.07;77;0;0;0;NA;0;0;ON;OFF
Mar 14, 2020 6:59:14 AM;A6002059;20.096642;46.0419856;314.08;844;22;3.35;0;131.07;77;0;0;0;NA;0;0;OFF;OFF
Mar 14, 2020 6:59:24 AM;A6002059;20.0963737;46.0418218;314.09;1595;48;16.75;20.52;131.07;77;0;0;2;NA;0;0;OFF;OFF
Mar 14, 2020 6:59:34 AM;A6002059;20.0956539;46.0414324;314.09;1565.5;29;10.3;28.76;131.07;77;0;0;4;NA;0;0;OFF;OFF
Mar 14, 2020 6:59:44 AM;A6002059;20.0948356;46.0409896;314.09;1560;34;10.4;28.7;131.07;78;0;0;4;NA;0;0;OFF;OFF
Mar 14, 2020 6:59:54 AM;A6002059;20.0940638;46.0405873;314.1;1219.5;50;12.05;18.75;131.07;79;0;0;3;NA;0;0;OFF;OFF
Mar 14, 2020 7:00:04 AM;A6002059;20.0932113;46.0404414;314.1;1519;32;9.55;27.93;131.07;79;0;0;4;NA;0;0;OFF;OFF
Mar 14, 2020 7:00:14 AM;A6002059;20.0922227;46.0404039;314.1;1494.5;30;8.15;27.62;131.07;79;0;0;4;NA;0;0;OFF;OFF
Mar 14, 2020 7:00:24 AM;A6002059;20.091238;46.040366;314.1;1210;0;0;23.26;131.07;78;0;0;4;NA;0;0;OFF;OFF
Mar 14, 2020 7:00:34 AM;A6002059;20.0907036;46.0403404;314.11;854;14;2.4;5.11;131.07;78;0;0;1;NA;0;0;OFF;OFF
Mar 14, 2020 7:00:44 AM;A6002059;20.0904516;46.040328;314.11;848.5;17;2.75;5.75;131.07;77;0;0;0;NA;0;0;OFF;OFF
Mar 14, 2020 7:00:54 AM;A6002059;20.0903082;46.0401021;314.11;1808;13;6.55;23.62;131.07;77;0;0;3;NA;0;0;OFF;OFF
Mar 14, 2020 7:01:04 AM;A6002059;20.0903756;46.0393319;314.11;1946;99;38.6;42.37;131.07;77;0;0;5;NA;0;0;OFF;OFF
Mar 14, 2020 7:01:14 AM;A6002059;20.0904846;46.0382513;314.12;1967;48;17.95;43.73;131.07;79;0;0;5;NA;0;0;OFF;OFF
Mar 14, 2020 7:01:24 AM;A6002059;20.0906108;46.03706;314.12;1959.5;51;19.25;43.73;131.07;81;0;0;5;NA;0;0;OFF;OFF
Mar 14, 2020 7:01:34 AM;A6002059;20.090706;46.0360821;314.12;1966.5;49;17.65;43.73;131.07;80;0;0;5;NA;0;0;OFF;OFF
Mar 14, 2020 7:01:44 AM;A6002059;20.0908143;46.0349946;314.13;1968;48;18.55;43.73;131.07;80;0;0;5;NA;0;0;OFF;OFF
Mar 14, 2020 7:01:54 AM;A6002059;20.0911351;46.0338142;314.13;1964;52;19.55;43.73;131.07;80;0;0;5;NA;0;0;OFF;OFF
Mar 14, 2020 7:02:04 AM;A6002059;20.0914952;46.0327594;314.13;1967;54;20.15;43.73;131.07;80;0;0;5;NA;0;0;OFF;OFF
Mar 14, 2020 7:02:14 AM;A6002059;20.0918237;46.0318039;314.13;1969;52;19.35;43.73;131.07;80;0;0;5;NA;0;0;OFF;OFF
Mar 14, 2020 7:02:24 AM;A6002059;20.0921809;46.030737;314.14;1972.5;37;12.5;43.86;131.07;80;0;0;5;NA;0;0;OFF;OFF
Mar 14, 2020 7:02:34 AM;A6002059;20.0925399;46.0296922;314.14;974.5;0;0;32.82;131.07;80;0;0;5;NA;0;0;ON;OFF
Mar 14, 2020 7:02:44 AM;A6002059;20.092806;46.0293775;314.14;862;15;2.35;3.18;131.07;79;0;0;5;NA;0;0;ON;OFF
Mar 14, 2020 7:02:54 AM;A6002059;20.0927772;46.0293921;314.15;855;14;2.25;0;131.07;76;0;0;0;NA;0;0;ON;OFF
Mar 14, 2020 7:03:04 AM;A6002059;20.0927803;46.0293828;314.15;855;14;2.25;0;131.07;76;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 7:03:14 AM;A6002059;20.0927922;46.0293844;314.15;855.5;15;2.35;0;131.07;77;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 7:03:24 AM;A6002059;20.0927936;46.0293926;314.15;855;14;2.3;0;131.07;77;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 7:03:34 AM;A6002059;20.0927778;46.0293875;314.16;854.5;14;2.35;0;131.07;77;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 7:03:44 AM;A6002059;20.0927693;46.0293928;314.16;855.5;15;2.25;0;131.07;77;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 7:03:54 AM;A6002059;20.0927565;46.0293862;314.16;853.5;15;2.35;0;131.07;77;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 7:04:04 AM;A6002059;20.0927633;46.0293898;314.16;854.5;17;2.75;0;131.07;77;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 7:04:14 AM;A6002059;20.0927714;46.029375;314.17;860.5;14;2.25;0;131.07;77;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 7:04:24 AM;A6002059;20.0927732;46.0293535;314.17;855.5;15;2.45;0;131.07;76;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 7:04:34 AM;A6002059;20.0927738;46.0293505;314.17;855;15;2.4;0;131.07;76;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 7:04:44 AM;A6002059;20.092769;46.0293594;314.18;855;15;2.4;0;131.07;76;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 7:04:54 AM;A6002059;20.0927614;46.0293801;314.18;854.5;15;2.45;0;131.07;76;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 7:05:04 AM;A6002059;20.0927587;46.0293918;314.18;854;15;2.5;0;131.07;76;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 7:05:14 AM;A6002059;20.0927674;46.0294052;314.18;833.5;27;3.95;0;131.07;76;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 7:05:24 AM;A6002059;20.0927696;46.029408;314.19;854;29;3.85;0;131.07;76;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 7:05:34 AM;A6002059;20.0927658;46.0294041;314.19;851.5;29;3.9;0;131.07;77;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 7:05:44 AM;A6002059;20.0927664;46.0294006;314.19;851;30;4;0;131.07;77;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 7:05:54 AM;A6002059;20.0927684;46.0293981;314.2;852.5;29;3.85;0;131.07;78;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 7:06:04 AM;A6002059;20.0927685;46.0293989;314.2;853.5;29;3.85;0;131.07;78;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 7:06:14 AM;A6002059;20.0927564;46.0293963;314.2;852;29;3.85;0;131.07;78;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 7:06:24 AM;A6002059;20.0927426;46.0293948;314.2;852.5;29;3.8;0;131.07;77;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 7:06:34 AM;A6002059;20.0927492;46.0293866;314.21;853;29;3.85;0;131.07;77;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 7:06:44 AM;A6002059;20.0927562;46.0293825;314.21;852.5;28;3.85;0;131.07;77;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 7:06:54 AM;A6002059;20.0927622;46.0293735;314.21;852.5;29;3.85;0;131.07;77;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 7:07:04 AM;A6002059;20.0927724;46.0293714;314.21;853;29;3.8;0;131.07;77;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 7:07:14 AM;A6002059;20.0927715;46.0293676;314.22;853.5;30;4;0;131.07;77;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 7:07:24 AM;A6002059;20.0927698;46.0293741;314.22;853.5;28;3.85;0;131.07;77;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 7:07:34 AM;A6002059;20.0927675;46.0293788;314.22;851.5;29;3.85;0;131.07;77;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 7:07:44 AM;A6002059;20.0927638;46.0293736;314.23;854.5;28;3.8;0;131.07;77;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 7:07:54 AM;A6002059;20.0927556;46.029371;314.23;852.5;29;3.85;0;131.07;78;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 7:08:04 AM;A6002059;20.0927548;46.0293653;314.23;852;29;3.85;0;131.07;78;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 7:08:14 AM;A6002059;20.0927607;46.0293602;314.23;853;29;3.9;0;131.07;78;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 7:08:24 AM;A6002059;20.0927705;46.0293879;314.24;853.5;29;3.9;0;131.07;78;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 7:08:34 AM;A6002059;20.0927651;46.0293686;314.24;851.5;29;3.85;0;131.07;78;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 7:08:44 AM;A6002059;20.0927663;46.0293581;314.24;853;30;4.05;0;131.07;78;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 7:08:54 AM;A6002059;20.0927653;46.0293512;314.25;852.5;29;3.9;0;131.07;78;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 7:09:04 AM;A6002059;20.0927805;46.0293861;314.25;853;29;3.85;0;131.07;78;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 7:09:14 AM;A6002059;20.0927856;46.0293869;314.25;851.5;29;3.85;0;131.07;78;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 7:09:24 AM;A6002059;20.0927893;46.0293921;314.25;852.5;29;3.8;0;131.07;78;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 7:09:34 AM;A6002059;20.0927778;46.0293654;314.26;852;29;3.8;0;131.07;78;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 7:09:44 AM;A6002059;20.0927917;46.0293973;314.26;852.5;29;3.9;0;131.07;78;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 7:09:54 AM;A6002059;20.0927925;46.0294078;314.26;853;28;3.9;0;131.07;78;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 7:10:04 AM;A6002059;20.0927839;46.0293962;314.26;852;29;3.95;0;131.07;78;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 7:10:14 AM;A6002059;20.0927821;46.0293826;314.27;852.5;30;4.05;0;131.07;78;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 7:10:24 AM;A6002059;20.0927773;46.0293851;314.27;851.5;29;3.85;0;131.07;78;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 7:10:34 AM;A6002059;20.0927628;46.029377;314.27;851.5;29;3.85;0;131.07;78;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 7:10:44 AM;A6002059;20.0927462;46.029373;314.28;852.5;29;3.85;0;131.07;78;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 7:10:54 AM;A6002059;20.0927491;46.0293882;314.28;853.5;29;3.9;0;131.07;78;0;0;255;NA;0;0;ON;OFF
Mar 14, 2020 7:11:04 AM;A6002059;20.0927429;46.0293872;314.28;853;29;3.9;0;131.07;78;0;0;0;NA;0;0;ON;OFF
Mar 14, 2020 7:11:14 AM;A6002059;20.0927438;46.0293981;314.28;852.5;29;3.9;0;131.07;78;0;0;0;NA;0;0;ON;OFF
Mar 14, 2020 7:11:24 AM;A6002059;20.0927484;46.0293956;314.29;852.5;29;3.9;0;131.07;78;0;0;0;NA;0;0;ON;OFF
Mar 14, 2020 7:11:34 AM;A6002059;20.0927681;46.0293928;314.29;853.5;30;4;0;131.07;78;0;0;0;NA;0;0;ON;OFF
Mar 14, 2020 7:26:16 AM;A6002059;20.0929798;46.0291715;314.29;1054;45;7.3;3.87;131.07;68;0;0;0;NA;0;0;OFF;OFF
Mar 14, 2020 7:26:26 AM;A6002059;20.0929246;46.0292272;314.29;884;70;7.05;0;131.07;64;0;0;0;NA;0;0;OFF;OFF
